Vrsta dela,Naslov oglasa,Kraj,Placilo,Prosta mesta,Trajanje,Delovnik,Začetek dela
SPREMLJEVALEC/ SPREMLJEVALKA,OSEBNI ASISTENT INVALIDNI OSEBI,TRBOVLJE,7.41,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,KRANJ,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
SPREMLJEVALEC/ SPREMLJEVALKA,POMOČ INVALIDNI OSEBI,LJUBLJANA,8.61,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,2,PO DOGOVORU,POPOLDAN,Brez podatka
VARSTVO,DELO Z OSEBAMI S POSEBNIMI POTREBAMI,LJUBLJANA,7.74,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
ČIŠČENJE,Brez naslova,KOPER,7.4,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,KOPER,7.4,4,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
HOSTES/A,Brez naslova,KOPER,7.4,4,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V KUHINJI,Brez naslova,KOPER,7.4,5,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PROJEKTIRANJE,TEHNIČNO RISANJE,LJUBLJANA,7.12,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO V KUHINJI,CATERING,PO SLOVENIJI,9.0,5,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PRODAJA,DELO V PEKARNI,VODICE,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ NA PODROČJU MARKETINGA,Brez naslova,NAKLO,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
PROGRAMIRANJE,FRONT-END PROGRAMER,OD DOMA,10.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PROJEKTIRANJE,Brez naslova,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,2,PO DOGOVORU,IZMENSKO,Brez podatka
POSPEŠEVANJE PRODAJE,Brez naslova,LJUBLJANA,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,PESNICA PRI MARIBORU,7.0,2,PO DOGOVORU,IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,LESCE,7.4,20,PO DOGOVORU,PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.15,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO NA RECEPCIJI,Brez naslova,SEČOVLJE,9.16,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,SEČOVLJE,9.16,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ V STREŽBI,Brez naslova,IZOLA,8.0,6,POČITNIŠKO DELO,IZMENSKO,Brez podatka
POMOČ V KUHINJI,Brez naslova,IZOLA,8.5,12,POČITNIŠKO DELO,IZMENSKO,Brez podatka
MARKETING,Brez naslova,TRZIN,9.04,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,MARIBOR,7.4,3,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
STREŽBA,Brez naslova,MARIBOR,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
IZDELAVA IN UREJANJE SPLETNE STRANI,IZDELAVA IN VZDRŽEVANJE SPLETNE STRANI,VELENJE,8.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
VODENJE,Brez naslova,PORTOROŽ,36.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
STREŽBA,Brez naslova,KRTINA,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
ZDRAVSTVENA NEGA,Brez naslova,LJUBLJANA,7.8,5,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
KOZMETIČNE STORITVE,Brez naslova,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO NA BENCINSKEM SERVISU,POMOČ V STREŽBI,POSTOJNA,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ZDRAVSTVENA NEGA,POMOČ PRI NEGI IN OSKRBI STANOVALCEV,CERKLJE NA GORENJSKEM,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,8.4,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,IZLAKE,7.12,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,KAMNA GORICA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,ZREČE,7.0,20,PO DOGOVORU,IZMENSKO,Brez podatka
VRTNARSKA DELA,Brez naslova,POLJČANE,7.8,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
TRŽENJE,TELEFONSKO TRŽENJE,LJUBLJANA,8.66,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ELEKTROTEHNIČNA DELA,DELO NA TERENU,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,7.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,TRBOVLJE,6.5,Brez podatka,PO DOGOVORU,POPOLDAN,Brez podatka
STREŽBA,Brez naslova,RUŠE,6.88,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,2,PO DOGOVORU,PO DOGOVORU,Brez podatka
DELO V PROIZVODNJI,POMOČ V PROIZVODNJI,ŠTORE,6.45,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,9.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
PROMOCIJA,Brez naslova,SLOVENIJA,9.0,4,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
VALEJ/VALEJKA,Brez naslova,PORTOROŽ,7.31,2,PO DOGOVORU,IZMENSKO,Brez podatka
DELO NA RECEPCIJI,Brez naslova,PORTOROŽ,7.31,3,PO DOGOVORU,IZMENSKO,Brez podatka
KRUPJE/ KRUPJEJKA,Brez naslova,PORTOROŽ,8.17,6,PO DOGOVORU,PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,GORIŠNICA,9.0,6,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
ANIMATOR/KA,Brez naslova,LJUBLJANA,7.0,15,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,Brez podatka
SOBAR/ICA,Brez naslova,LUCIJA,9.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,VRHOVO,6.32,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V PROIZVODNJI,Brez naslova,PREBOLD,6.32,5,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LUKOVICA,8.0,2,PO DOGOVORU,IZMENSKO,Brez podatka
POMOČ V KUHINJI,Brez naslova,LJUBLJANA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,KAMNIK,7.0,2,PO DOGOVORU,PO DOGOVORU,Brez podatka
DELO V KUHINJI,Brez naslova,LJUBLJANA,7.4,3,PO DOGOVORU,PO DOGOVORU,Brez podatka
POMOČ V STREŽBI,POMOČ V KUHINJI,BOHINJSKO,8.5,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,6.62,4,PO DOGOVORU,IZMENSKO,Brez podatka
STREŽBA,Brez naslova,TRZIN,8.0,Brez podatka,PO DOGOVORU,POPOLDAN,Brez podatka
POMOČ V KUHINJI,Brez naslova,LIPICA,7.31,Brez podatka,POČITNIŠKO DELO,PO DOGOVORU,Brez podatka
GRADBENA DELA,POMOČ PRI MONTAŽI,MIRNA PEČ,11.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
RAČUNOVODSKA DELA,Brez naslova,LJUBLJANA,7.31,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,7.31,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO V KUHINJI,Brez naslova,LJUBLJANA,7.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,SLOVENSKA BISTRICA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,SREDNJE GAMELJNE,8.5,Brez podatka,PO DOGOVORU,MED VIKENDI,Brez podatka
STREŽBA,PRODAJA,TRBOVLJE,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
BLAGAJNIK,Brez naslova,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
PROMOCIJA,Brez naslova,CELA SLOVENIJA,10.0,10,PO DOGOVORU,PO DOGOVORU,Brez podatka
PROMOCIJA,Brez naslova,CELJE,8.0,10,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
SPREMLJEVALEC/ SPREMLJEVALKA,OSEBNA ASISTENCA,POSTOJNA,7.4,2,PO DOGOVORU,IZMENSKO,Brez podatka
REDITELJ,PROMETNI NADZORNIK,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,KOPER,8.5,4,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,CELJE,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,BERTOKI PRI KOPRU,6.8,2,PO DOGOVORU,IZMENSKO,Brez podatka
POMOČ V STREŽBI,PRIPRAVA HRANE,PIRAN,10.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA HRANE IN PIJAČE,DELO V KUHINJI,BOVEC,11.0,4,PO DOGOVORU,IZMENSKO,Brez podatka
PORTIR/KA,Brez naslova,LJUBLJANA,8.0,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,DELO V KUHINJI,LJUBLJANA,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO NA RAČUNALNIKU,POMOČ PRI IZDELAVI NAČRTOV,CELJE,8.61,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,2,PO DOGOVORU,PO DOGOVORU,Brez podatka
ZDRAVSTVENA NEGA,Brez naslova,ZAGORJE OB SAVI,6.45,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,ZGORNJE PIRNIČE,8.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,Brez podatka
POMOČ V KUHINJI,PRIPRAVA HRANE,ZGORNJE PIRNIČE,8.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,Brez podatka
POMOČ V STREŽBI,DELO NA RECEPCIJI,BREZOVICA PRI LJUBLJANI,7.74,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,BIZOVIK,8.0,4,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PREVAJANJE,VNOS PODATKOV,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POMOČ V STREŽBI,STREŽBA,DEKANI,8.0,Brez podatka,PO DOGOVORU,POPOLDAN,Brez podatka
BLAGAJNIK,STREŽBA HRANE IN PIJAČE,KOPER,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V KUHINJI,Brez naslova,LJUBLJANA,7.92,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,KRANJSKA GORA,7.74,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO NA TERENU,Brez naslova,LJUBLJANA,8.66,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V DELAVNICI,DELO NA CNC STROJU,TRŽIŠČE,6.32,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ V STREŽBI,DELO NA BLAGAJNI,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO V LABORATORIJU,Brez naslova,LJUBLJANA,6.45,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,ŠKOFJA LOKA,8.5,3,PO DOGOVORU,IZMENSKO,Brez podatka
STREŽBA,Brez naslova,BREZOVICA PRI LJUBLJANI,8.0,Brez podatka,POČITNIŠKO DELO,MED VIKENDI,Brez podatka
STREŽBA,Brez naslova,GORIŠNICA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,MORAVSKE TOPLICE,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
PROMOCIJA,Brez naslova,KOPER,8.0,10,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
STREŽBA,Brez naslova,DOB,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V KUHINJI,PICOPEK,ŠMARJEŠKE TOPLICE,8.0,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
STREŽBA,Brez naslova,BOHINJSKA,9.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ V TRGOVINI,DELO V FOTOKOPIRNICI,KOPER,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ADMINISTRATIVNA DELA,UREJANJE DOKUMENTACIJE,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STROKOVNO DELO,IZVAJALEC PROGRAMA,KAMNIK,10.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ZDRAVSTVENA NEGA,POMOČ V AMBULANTI,LJUBLJANA,6.45,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
BLAGAJNIK,DELO V TRGOVINI,MEDVODE,7.74,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
POMOČ V TRGOVINI,POLNJENJE POLIC,MEDVODE,6.88,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
POUČEVANJE,Brez naslova,LJUBLJANA,11.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
MODEL,Brez naslova,ŠENČUR,20.0,5,PO DOGOVORU,DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,KOPER,7.4,4,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,BLED,8.0,2,SEZONSKO,PO DOGOVORU,Brez podatka
STREŽBA,DELO V KAVARNI,MARIBOR,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PROMOCIJA,Brez naslova,KRŠKO,15.0,5,PO DOGOVORU,PO DOGOVORU,Brez podatka
PROMOCIJA,Brez naslova,CELJE,15.0,5,PO DOGOVORU,PO DOGOVORU,Brez podatka
PROMOCIJA,Brez naslova,VELENJE,15.0,5,PO DOGOVORU,PO DOGOVORU,Brez podatka
PROMOCIJA,Brez naslova,KOPER,15.0,5,PO DOGOVORU,PO DOGOVORU,Brez podatka
PROMOCIJA,Brez naslova,NOVO,15.0,5,PO DOGOVORU,PO DOGOVORU,Brez podatka
PROMOCIJA,Brez naslova,OSREDNJA SLOVENIJA,15.0,5,PO DOGOVORU,PO DOGOVORU,Brez podatka
PROMOCIJA,Brez naslova,KRANJ,15.0,5,PO DOGOVORU,PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,DOL PRI LJUBLJANI,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
HOSTES/A,Brez naslova,KOPER,7.4,4,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V KUHINJI,Brez naslova,KOPER,7.4,5,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ V STREŽBI,Brez naslova,BRASLOVČE,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,Brez podatka
STREŽBA,Brez naslova,KOPER,7.21,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,MURSKA SOBOTA,7.4,15,PO DOGOVORU,PO DOGOVORU,Brez podatka
DELO V LABORATORIJU,Brez naslova,MENGEŠ,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.5,3,PO DOGOVORU,PO DOGOVORU,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,7.23,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POLNJENJE POLIC,Brez naslova,BOVEC,8.46,3,POČITNIŠKO DELO,PO DOGOVORU,Brez podatka
DELO V KUHINJI,Brez naslova,KOPER,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,KRANJ,8.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA HRANE IN PIJAČE,NATAKAR/ NATAKARICA,BRASLOVČE,8.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V KUHINJI,Brez naslova,BRASLOVČE,10.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,MARIBOR,7.0,2,PO DOGOVORU,PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,7.4,10,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
POUČEVANJE,Brez naslova,LJUBLJANA,10.18,3,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 9. 2025
STREŽBA,Brez naslova,SPODNJA BESNICA,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,BOROVNICA,10.0,Brez podatka,POČITNIŠKO DELO,PO DOGOVORU,Brez podatka
POMOČ V TRGOVINI,Brez naslova,BOROVNICA,7.1,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,TRNOVSKA VAS,8.0,4,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LENART V SLOVENSKIH GORICAH,8.0,2,PO DOGOVORU,MED VIKENDI,Brez podatka
STREŽBA,Brez naslova,CELJE,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,BLOKE,7.0,4,PO DOGOVORU,IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,BLOKE,10.0,2,PO DOGOVORU,MED VIKENDI,Brez podatka
POMOČ V KUHINJI,PICOPEK,BLOKE,9.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,Brez podatka
POMOČ V STREŽBI,Brez naslova,HRASTNIK,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
POMOČ V KUHINJI,Brez naslova,LJUBLJANA,7.74,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,ČRNOMELJ,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PAKIRANJE,PROCESIRANJE SPLETNIH NAROČIL,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,SEVNICA,8.2,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,ZALOG PRI CERKLJAH,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
KOZMETIČNE STORITVE,Brez naslova,VOJNIK,6.9,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,DOMŽALE,7.0,2,PO DOGOVORU,IZMENSKO,Brez podatka
UČITELJ/ICA PLAVANJA,Brez naslova,LJUBLJANA,12.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PRODAJA,DELO V PEKARNI,SEVNICA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
LAŽJA FIZIČNA DELA,VZDRŽEVALNA DELA,LJUBLJANA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,6,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
MASER/KA,Brez naslova,SEČA,8.17,5,PO DOGOVORU,IZMENSKO,Brez podatka
VRTNARSKA DELA,KOŠNJA TRAVE,OLIMJE PRI PODČETRTKU,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ V STREŽBI,Brez naslova,KRANJ,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,ŠTORE,6.32,2,PO DOGOVORU,MED VIKENDI,Brez podatka
PROGRAMIRANJE,BACK-END PROGRAMER,LJUBLJANA,15.27,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,KAMNIK,7.74,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LUCIJA,7.8,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
UČITELJ/ICA PLAVANJA,Brez naslova,ŠKOFJA LOKA,10.18,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POUČEVANJE,INŠTRUKCIJE,JESENICE,6.88,5,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
SNEMANJE IN UREJANJE KRATKIH VIDEOV,Brez naslova,LJUBLJANA,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
SNEMANJE IN UREJANJE KRATKIH VIDEOV,Brez naslova,LJUBLJANA,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
SNEMANJE IN UREJANJE KRATKIH VIDEOV,Brez naslova,LJUBLJANA,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,POMOČ V STREŽBI,PODLEHNIK,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,7.18,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
ZDRAVSTVENI TEHNIK,SPREMLJEVALEC/KA V REŠEVALNEM VOZILU,MARIBOR,7.74,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V TRGOVINI,BLAGAJNIK,LJUBLJANA,7.1,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
MASER/KA,Brez naslova,PODČETRTEK,6.32,2,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,Brez podatka
DELO NA BENCINSKEM SERVISU,DELO NA BS - AVTOPRALNICA,BLED,7.12,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO NA TERENU,POMOČ PRI BARVANJU CEST,MENGEŠ,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
PRODAJA,TELEKOMUNIKACIJSKE STORITVE,LJUBLJANA,16.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V PROIZVODNJI,DELO V PEKARNI,KRANJ,7.31,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
